Heart_Rate,Time
582,20:08:11
579,20:08:11
580,20:08:11
586,20:08:11
592,20:08:11
597,20:08:11
604,20:08:11
614,20:08:11
622,20:08:11
631,20:08:11
645,20:08:11
677,20:08:11
742,20:08:11
842,20:08:11
978,20:08:12
1023,20:08:12
1023,20:08:12
1023,20:08:12
1023,20:08:12
1023,20:08:12
1023,20:08:12
1023,20:08:12
1023,20:08:12
1023,20:08:12
1023,20:08:12
1023,20:08:12
1023,20:08:12
966,20:08:12
856,20:08:12
761,20:08:12
684,20:08:12
624,20:08:12
589,20:08:12
584,20:08:12
600,20:08:12
629,20:08:12
663,20:08:12
694,20:08:12
715,20:08:12
727,20:08:12
729,20:08:12
721,20:08:12
704,20:08:12
677,20:08:12
641,20:08:12
607,20:08:12
578,20:08:12
554,20:08:12
567,20:08:12
568,20:08:12
570,20:08:12
569,20:08:12
567,20:08:12
564,20:08:12
561,20:08:12
573,20:08:12
610,20:08:12
680,20:08:12
781,20:08:12
911,20:08:12
1023,20:08:12
1023,20:08:12
1023,20:08:12
1023,20:08:12
1023,20:08:12
1023,20:08:12
1023,20:08:12
1023,20:08:12
1023,20:08:12
905,20:08:12
795,20:08:12
695,20:08:12
610,20:08:12
577,20:08:13
614,20:08:13
649,20:08:13
677,20:08:13
691,20:08:13
695,20:08:13
691,20:08:13
676,20:08:13
657,20:08:13
636,20:08:13
617,20:08:13
601,20:08:13
588,20:08:13
581,20:08:13
575,20:08:13
575,20:08:13
573,20:08:13
576,20:08:13
583,20:08:13
591,20:08:13
595,20:08:13
599,20:08:13
599,20:08:13
605,20:08:13
618,20:08:13
642,20:08:13
686,20:08:13
751,20:08:13
836,20:08:13
931,20:08:13
1022,20:08:13
1023,20:08:13
1023,20:08:13
1023,20:08:13
1023,20:08:13
1023,20:08:13
1023,20:08:13
989,20:08:13
900,20:08:13
810,20:08:13
730,20:08:13
665,20:08:13
620,20:08:13
589,20:08:13
587,20:08:13
602,20:08:13
638,20:08:13
683,20:08:13
728,20:08:13
769,20:08:13
799,20:08:13
815,20:08:13
819,20:08:13
810,20:08:13
788,20:08:13
761,20:08:13
729,20:08:13
698,20:08:13
671,20:08:13
646,20:08:13
626,20:08:13
612,20:08:13
603,20:08:13
606,20:08:13
616,20:08:13
628,20:08:13
642,20:08:14
653,20:08:14
660,20:08:14
667,20:08:14
674,20:08:14
690,20:08:14
725,20:08:14
775,20:08:14
850,20:08:14
947,20:08:14
1023,20:08:14
1023,20:08:14
1023,20:08:14
1023,20:08:14
1023,20:08:14
1023,20:08:14
1023,20:08:14
1023,20:08:14
1003,20:08:14
892,20:08:14
794,20:08:14
707,20:08:14
641,20:08:14
595,20:08:14
575,20:08:14
574,20:08:14
593,20:08:14
619,20:08:14
651,20:08:14
681,20:08:14
706,20:08:14
723,20:08:14
735,20:08:14
739,20:08:14
731,20:08:14
712,20:08:14
687,20:08:14
662,20:08:14
637,20:08:14
620,20:08:14
614,20:08:14
612,20:08:14
610,20:08:14
622,20:08:14
629,20:08:14
635,20:08:14
641,20:08:14
644,20:08:14
646,20:08:14
647,20:08:14
650,20:08:14
653,20:08:14
655,20:08:14
656,20:08:14
651,20:08:14
659,20:08:14
680,20:08:14
728,20:08:14
801,20:08:14
904,20:08:14
1019,20:08:14
1023,20:08:14
1023,20:08:14
1023,20:08:14
1023,20:08:14
1023,20:08:14
1023,20:08:14
1023,20:08:14
1023,20:08:14
939,20:08:14
843,20:08:15
753,20:08:15
679,20:08:15
619,20:08:15
574,20:08:15
561,20:08:15
587,20:08:15
619,20:08:15
647,20:08:15
674,20:08:15
692,20:08:15
704,20:08:15
707,20:08:15
705,20:08:15
694,20:08:15
680,20:08:15
657,20:08:15
636,20:08:15
621,20:08:15
613,20:08:15
607,20:08:15
609,20:08:15
612,20:08:15
613,20:08:15
617,20:08:15
622,20:08:15
628,20:08:15
634,20:08:15
635,20:08:15
637,20:08:15
640,20:08:15
642,20:08:15
644,20:08:15
657,20:08:15
685,20:08:15
735,20:08:15
812,20:08:15
912,20:08:15
1023,20:08:15
1023,20:08:15
1023,20:08:15
1023,20:08:15
1023,20:08:15
1023,20:08:15
1023,20:08:15
1023,20:08:15
1023,20:08:15
1023,20:08:15
1023,20:08:15
959,20:08:15
876,20:08:15
801,20:08:15
741,20:08:15
693,20:08:15
661,20:08:15
645,20:08:15
645,20:08:15
653,20:08:15
675,20:08:15
701,20:08:15
730,20:08:15
749,20:08:15
762,20:08:15
763,20:08:15
757,20:08:15
747,20:08:15
730,20:08:16
711,20:08:16
688,20:08:16
670,20:08:16
650,20:08:16
634,20:08:16
624,20:08:16
615,20:08:16
612,20:08:16
613,20:08:16
614,20:08:16
623,20:08:16
627,20:08:16
636,20:08:16
641,20:08:16
645,20:08:16
649,20:08:16
648,20:08:16
654,20:08:16
668,20:08:16
697,20:08:16
750,20:08:16
837,20:08:16
947,20:08:16
1023,20:08:16
1023,20:08:16
1023,20:08:16
1023,20:08:16
1023,20:08:16
1023,20:08:16
1023,20:08:16
1023,20:08:16
1023,20:08:16
1023,20:08:16
997,20:08:16
919,20:08:16
851,20:08:16
801,20:08:16
764,20:08:16
738,20:08:16
719,20:08:16
705,20:08:16
688,20:08:16
672,20:08:16
661,20:08:16
657,20:08:16
657,20:08:16
648,20:08:16
635,20:08:16
593,20:08:16
553,20:08:16
574,20:08:16
591,20:08:16
602,20:08:16
607,20:08:16
608,20:08:16
606,20:08:16
608,20:08:16
610,20:08:16
608,20:08:17
602,20:08:17
601,20:08:17
608,20:08:17
637,20:08:17
698,20:08:17
802,20:08:17
933,20:08:17
1023,20:08:17
1023,20:08:17
1023,20:08:17
1023,20:08:17
1023,20:08:17
1023,20:08:17
1023,20:08:17
1023,20:08:17
1023,20:08:17
1023,20:08:17
943,20:08:17
848,20:08:17
755,20:08:17
667,20:08:17
596,20:08:17
593,20:08:17
641,20:08:17
685,20:08:17
716,20:08:17
730,20:08:17
732,20:08:17
725,20:08:17
713,20:08:17
696,20:08:17
678,20:08:17
654,20:08:17
633,20:08:17
606,20:08:17
582,20:08:17
570,20:08:17
568,20:08:17
576,20:08:17
583,20:08:17
591,20:08:17
590,20:08:17
586,20:08:17
588,20:08:17
596,20:08:17
610,20:08:17
624,20:08:17
630,20:08:17
634,20:08:17
642,20:08:17
672,20:08:17
729,20:08:17
819,20:08:17
929,20:08:17
1023,20:08:17
1023,20:08:17
1023,20:08:17
1023,20:08:17
1023,20:08:17
1023,20:08:17
1023,20:08:17
1023,20:08:17
1023,20:08:17
954,20:08:17
859,20:08:18
773,20:08:18
695,20:08:18
633,20:08:18
590,20:08:18
571,20:08:18
570,20:08:18
590,20:08:18
621,20:08:18
654,20:08:18
684,20:08:18
707,20:08:18
722,20:08:18
731,20:08:18
736,20:08:18
734,20:08:18
725,20:08:18
710,20:08:18
692,20:08:18
672,20:08:18
652,20:08:18
635,20:08:18
618,20:08:18
608,20:08:18
602,20:08:18
608,20:08:18
618,20:08:18
631,20:08:18
641,20:08:18
648,20:08:18
649,20:08:18
650,20:08:18
654,20:08:18
665,20:08:18
692,20:08:18
739,20:08:18
806,20:08:18
883,20:08:18
956,20:08:18
1021,20:08:18
1023,20:08:18
1023,20:08:18
1023,20:08:18
1023,20:08:18
1023,20:08:18
975,20:08:18
904,20:08:18
826,20:08:18
753,20:08:18
684,20:08:18
631,20:08:18
593,20:08:18
571,20:08:18
562,20:08:18
565,20:08:18
585,20:08:18
614,20:08:18
649,20:08:18
672,20:08:18
689,20:08:18
695,20:08:18
685,20:08:18
668,20:08:18
648,20:08:18
627,20:08:18
615,20:08:18
613,20:08:18
620,20:08:18
636,20:08:18
655,20:08:18
670,20:08:19
679,20:08:19
683,20:08:19
687,20:08:19
691,20:08:19
694,20:08:19
691,20:08:19
684,20:08:19
682,20:08:19
682,20:08:19
695,20:08:19
729,20:08:19
787,20:08:19
864,20:08:19
946,20:08:19
1016,20:08:19
1023,20:08:19
1023,20:08:19
1023,20:08:19
1023,20:08:19
1023,20:08:19
1002,20:08:19
937,20:08:19
868,20:08:19
802,20:08:19
737,20:08:19
682,20:08:19
641,20:08:19
622,20:08:19
621,20:08:19
635,20:08:19
659,20:08:19
688,20:08:19
716,20:08:19
735,20:08:19
749,20:08:19
755,20:08:19
748,20:08:19
731,20:08:19
712,20:08:19
692,20:08:19
675,20:08:19
662,20:08:19
646,20:08:19
632,20:08:19
621,20:08:19
608,20:08:19
598,20:08:19
592,20:08:19
588,20:08:19
594,20:08:19
604,20:08:19
618,20:08:19
633,20:08:19
656,20:08:19
686,20:08:19
731,20:08:19
787,20:08:19
855,20:08:19
932,20:08:19
1001,20:08:19
1023,20:08:19
1023,20:08:19
1023,20:08:19
1023,20:08:19
1023,20:08:19
1003,20:08:19
945,20:08:19
884,20:08:19
821,20:08:19
759,20:08:20
708,20:08:20
672,20:08:20
650,20:08:20
633,20:08:20
597,20:08:20
563,20:08:20
670,20:08:20
752,20:08:20
807,20:08:20
840,20:08:20
851,20:08:20
851,20:08:20
839,20:08:20
825,20:08:20
808,20:08:20
790,20:08:20
768,20:08:20
737,20:08:20
709,20:08:20
677,20:08:20
655,20:08:20
650,20:08:20
659,20:08:20
676,20:08:20
693,20:08:20
696,20:08:20
691,20:08:20
695,20:08:20
709,20:08:20
744,20:08:20
806,20:08:20
890,20:08:20
977,20:08:20
1023,20:08:20
1023,20:08:20
1023,20:08:20
1023,20:08:20
1023,20:08:20
1023,20:08:20
1023,20:08:20
1023,20:08:20
1023,20:08:20
987,20:08:20
918,20:08:20
858,20:08:20
813,20:08:20
795,20:08:20
787,20:08:20
775,20:08:20
757,20:08:20
739,20:08:20
729,20:08:20
733,20:08:20
748,20:08:20
778,20:08:20
802,20:08:20
813,20:08:20
810,20:08:20
799,20:08:20
790,20:08:21
786,20:08:21
792,20:08:21
792,20:08:21
776,20:08:21
752,20:08:21
727,20:08:21
701,20:08:21
689,20:08:21
695,20:08:21
713,20:08:21
727,20:08:21
726,20:08:21
715,20:08:21
700,20:08:21
690,20:08:21
690,20:08:21
701,20:08:21
709,20:08:21
713,20:08:21
715,20:08:21
713,20:08:21
715,20:08:21
719,20:08:21
734,20:08:21
750,20:08:21
777,20:08:21
826,20:08:21
900,20:08:21
989,20:08:21
1023,20:08:21
1023,20:08:21
1023,20:08:21
1023,20:08:21
1023,20:08:21
1023,20:08:21
1023,20:08:21
1023,20:08:21
1023,20:08:21
993,20:08:21
914,20:08:21
844,20:08:21
780,20:08:21
729,20:08:21
686,20:08:21
663,20:08:21
649,20:08:21
650,20:08:21
663,20:08:21
681,20:08:21
705,20:08:21
733,20:08:21
754,20:08:21
768,20:08:21
775,20:08:21
771,20:08:21
761,20:08:21
746,20:08:21
730,20:08:21
711,20:08:21
695,20:08:21
682,20:08:21
676,20:08:21
673,20:08:21
670,20:08:21
666,20:08:21
659,20:08:21
654,20:08:21
649,20:08:21
650,20:08:21
659,20:08:22
674,20:08:22
687,20:08:22
698,20:08:22
702,20:08:22
701,20:08:22
702,20:08:22
701,20:08:22
703,20:08:22
701,20:08:22
701,20:08:22
699,20:08:22
702,20:08:22
724,20:08:22
773,20:08:22
850,20:08:22
946,20:08:22
1023,20:08:22
1023,20:08:22
1023,20:08:22
1023,20:08:22
1023,20:08:22
1023,20:08:22
1023,20:08:22
1023,20:08:22
1005,20:08:22
919,20:08:22
840,20:08:22
772,20:08:22
727,20:08:22
702,20:08:22
693,20:08:22
693,20:08:22
693,20:08:22
696,20:08:22
703,20:08:22
715,20:08:22
735,20:08:22
756,20:08:22
773,20:08:22
773,20:08:22
766,20:08:22
752,20:08:22
741,20:08:22
736,20:08:22
746,20:08:22
758,20:08:22
760,20:08:22
746,20:08:22
720,20:08:22
685,20:08:22
651,20:08:22
627,20:08:22
616,20:08:22
627,20:08:22
644,20:08:22
660,20:08:22
674,20:08:22
683,20:08:22
690,20:08:22
695,20:08:22
699,20:08:22
703,20:08:22
705,20:08:22
699,20:08:22
689,20:08:22
670,20:08:22
656,20:08:22
653,20:08:22
671,20:08:22
709,20:08:23
767,20:08:23
840,20:08:23
914,20:08:23
979,20:08:23
1023,20:08:23
1023,20:08:23
1023,20:08:23
1023,20:08:23
1023,20:08:23
1023,20:08:23
967,20:08:23
903,20:08:23
843,20:08:23
794,20:08:23
760,20:08:23
729,20:08:23
701,20:08:23
679,20:08:23
668,20:08:23
669,20:08:23
681,20:08:23
704,20:08:23
726,20:08:23
742,20:08:23
749,20:08:23
746,20:08:23
737,20:08:23
726,20:08:23
720,20:08:23
716,20:08:23
718,20:08:23
718,20:08:23
710,20:08:23
699,20:08:23
685,20:08:23
677,20:08:23
676,20:08:23
683,20:08:23
699,20:08:23
711,20:08:23
717,20:08:23
713,20:08:23
702,20:08:23
695,20:08:23
694,20:08:23
698,20:08:23
706,20:08:23
709,20:08:23
714,20:08:23
721,20:08:23
741,20:08:23
776,20:08:23
830,20:08:23
896,20:08:23
960,20:08:23
1010,20:08:23
1023,20:08:23
1023,20:08:23
1016,20:08:23
988,20:08:23
963,20:08:23
947,20:08:23
920,20:08:23
878,20:08:23
818,20:08:23
752,20:08:23
691,20:08:23
649,20:08:23
629,20:08:23
630,20:08:24
648,20:08:24
672,20:08:24
695,20:08:24
713,20:08:24
729,20:08:24
743,20:08:24
760,20:08:24
773,20:08:24
782,20:08:24
784,20:08:24
776,20:08:24
768,20:08:24
759,20:08:24
751,20:08:24
746,20:08:24
745,20:08:24
741,20:08:24
737,20:08:24
728,20:08:24
721,20:08:24
717,20:08:24
714,20:08:24
719,20:08:24
726,20:08:24
730,20:08:24
734,20:08:24
744,20:08:24
765,20:08:24
811,20:08:24
872,20:08:24
941,20:08:24
1010,20:08:24
1023,20:08:24
1023,20:08:24
1023,20:08:24
1023,20:08:24
1023,20:08:24
1023,20:08:24
976,20:08:24
927,20:08:24
871,20:08:24
815,20:08:24
763,20:08:24
722,20:08:24
695,20:08:24
682,20:08:24
685,20:08:24
699,20:08:24
716,20:08:24
735,20:08:24
744,20:08:24
761,20:08:24
776,20:08:24
791,20:08:24
803,20:08:24
808,20:08:24
796,20:08:24
772,20:08:24
748,20:08:24
725,20:08:24
711,20:08:24
710,20:08:24
715,20:08:24
718,20:08:24
715,20:08:24
708,20:08:24
691,20:08:24
684,20:08:24
685,20:08:24
698,20:08:25
712,20:08:25
716,20:08:25
719,20:08:25
720,20:08:25
736,20:08:25
774,20:08:25
840,20:08:25
930,20:08:25
1023,20:08:25
1023,20:08:25
1023,20:08:25
1023,20:08:25
1023,20:08:25
1023,20:08:25
1023,20:08:25
1023,20:08:25
1023,20:08:25
1009,20:08:25
915,20:08:25
831,20:08:25
760,20:08:25
714,20:08:25
693,20:08:25
682,20:08:25
679,20:08:25
681,20:08:25
686,20:08:25
694,20:08:25
709,20:08:25
726,20:08:25
744,20:08:25
756,20:08:25
757,20:08:25
751,20:08:25
738,20:08:25
721,20:08:25
706,20:08:25
696,20:08:25
691,20:08:25
685,20:08:25
682,20:08:25
682,20:08:25
679,20:08:25
679,20:08:25
684,20:08:25
691,20:08:25
696,20:08:25
696,20:08:25
693,20:08:25
686,20:08:25
680,20:08:25
684,20:08:25
697,20:08:25
713,20:08:25
730,20:08:25
762,20:08:25
815,20:08:25
890,20:08:25
980,20:08:25
1023,20:08:25
1023,20:08:25
1023,20:08:25
1023,20:08:25
1023,20:08:25
1023,20:08:25
1023,20:08:25
1023,20:08:25
1023,20:08:25
1023,20:08:26
1006,20:08:26
924,20:08:26
851,20:08:26
792,20:08:26
746,20:08:26
718,20:08:26
704,20:08:26
701,20:08:26
706,20:08:26
718,20:08:26
737,20:08:26
754,20:08:26
769,20:08:26
777,20:08:26
787,20:08:26
795,20:08:26
805,20:08:26
815,20:08:26
815,20:08:26
803,20:08:26
779,20:08:26
753,20:08:26
725,20:08:26
701,20:08:26
684,20:08:26
681,20:08:26
688,20:08:26
700,20:08:26
710,20:08:26
710,20:08:26
705,20:08:26
700,20:08:26
701,20:08:26
707,20:08:26
710,20:08:26
713,20:08:26
710,20:08:26
709,20:08:26
720,20:08:26
757,20:08:26
835,20:08:26
946,20:08:26
1023,20:08:26
1023,20:08:26
1023,20:08:26
1023,20:08:26
1023,20:08:26
1023,20:08:26
1023,20:08:26
1023,20:08:26
1023,20:08:26
1023,20:08:26
1023,20:08:26
967,20:08:26
869,20:08:26
788,20:08:26
726,20:08:26
681,20:08:26
654,20:08:26
642,20:08:26
649,20:08:26
670,20:08:26
703,20:08:26
748,20:08:26
789,20:08:26
818,20:08:26
829,20:08:26
818,20:08:26
791,20:08:26
760,20:08:27
734,20:08:27
716,20:08:27
714,20:08:27
712,20:08:27
702,20:08:27
686,20:08:27
673,20:08:27
664,20:08:27
667,20:08:27
680,20:08:27
702,20:08:27
721,20:08:27
731,20:08:27
725,20:08:27
709,20:08:27
696,20:08:27
687,20:08:27
683,20:08:27
689,20:08:27
698,20:08:27
708,20:08:27
706,20:08:27
704,20:08:27
719,20:08:27
771,20:08:27
866,20:08:27
1001,20:08:27
1023,20:08:27
1023,20:08:27
1023,20:08:27
1023,20:08:27
1023,20:08:27
1023,20:08:27
1023,20:08:27
1023,20:08:27
1023,20:08:27
1023,20:08:27
1023,20:08:27
1020,20:08:27
901,20:08:27
807,20:08:27
749,20:08:27
716,20:08:27
697,20:08:27
688,20:08:27
690,20:08:27
707,20:08:27
733,20:08:27
775,20:08:27
825,20:08:27
868,20:08:27
900,20:08:27
907,20:08:27
895,20:08:27
867,20:08:27
827,20:08:27
784,20:08:27
751,20:08:27
731,20:08:27
718,20:08:27
706,20:08:27
682,20:08:27
655,20:08:27
629,20:08:27
614,20:08:27
610,20:08:27
622,20:08:27
639,20:08:27
660,20:08:28
676,20:08:28
683,20:08:28
681,20:08:28
678,20:08:28
680,20:08:28
677,20:08:28
671,20:08:28
666,20:08:28
663,20:08:28
686,20:08:28
732,20:08:28
816,20:08:28
934,20:08:28
1023,20:08:28
1023,20:08:28
1023,20:08:28
1023,20:08:28
1023,20:08:28
1023,20:08:28
1023,20:08:28
1023,20:08:28
1023,20:08:28
1023,20:08:28
898,20:08:28
777,20:08:28
672,20:08:28
594,20:08:28
553,20:08:28
583,20:08:28
623,20:08:28
665,20:08:28
709,20:08:28
746,20:08:28
766,20:08:28
768,20:08:28
756,20:08:28
731,20:08:28
690,20:08:28
648,20:08:28
616,20:08:28
602,20:08:28
604,20:08:28
610,20:08:28
615,20:08:28
612,20:08:28
603,20:08:28
591,20:08:28
579,20:08:28
575,20:08:28
574,20:08:28
573,20:08:28
577,20:08:28
580,20:08:28
588,20:08:28
597,20:08:28
610,20:08:28
622,20:08:28
625,20:08:28
636,20:08:28
661,20:08:28
711,20:08:28
796,20:08:28
919,20:08:28
1023,20:08:28
1023,20:08:28
1023,20:08:29
1023,20:08:29
1023,20:08:29
1023,20:08:29
1023,20:08:29
1023,20:08:29
1023,20:08:29
989,20:08:29
860,20:08:29
736,20:08:29
629,20:08:29
571,20:08:29
621,20:08:29
681,20:08:29
734,20:08:29
784,20:08:29
830,20:08:29
863,20:08:29
868,20:08:29
846,20:08:29
804,20:08:29
743,20:08:29
679,20:08:29
627,20:08:29
594,20:08:29
579,20:08:29
573,20:08:29
568,20:08:29
564,20:08:29
558,20:08:29
557,20:08:29
564,20:08:29
586,20:08:29
618,20:08:29
642,20:08:29
655,20:08:29
655,20:08:29
661,20:08:29
679,20:08:29
723,20:08:29
802,20:08:29
913,20:08:29
1023,20:08:29
1023,20:08:29
1023,20:08:29
1023,20:08:29
1023,20:08:29
1023,20:08:29
1023,20:08:29
1023,20:08:29
1023,20:08:29
956,20:08:29
812,20:08:29
684,20:08:29
582,20:08:29
607,20:08:29
673,20:08:29
735,20:08:30
774,20:08:30
780,20:08:30
760,20:08:30
725,20:08:30
691,20:08:30
666,20:08:30
653,20:08:30
642,20:08:30
625,20:08:30
603,20:08:30
582,20:08:30
570,20:08:30
565,20:08:30
573,20:08:30
586,20:08:30
599,20:08:30
606,20:08:30
608,20:08:30
613,20:08:30
637,20:08:30
697,20:08:30
800,20:08:30
946,20:08:30
1023,20:08:30
1023,20:08:30
1023,20:08:30
1023,20:08:30
1023,20:08:30
1023,20:08:30
1023,20:08:30
1023,20:08:30
1023,20:08:30
1023,20:08:30
886,20:08:30
749,20:08:30
631,20:08:30
558,20:08:30
610,20:08:30
664,20:08:30
716,20:08:30
751,20:08:30
772,20:08:30
777,20:08:30
765,20:08:30
744,20:08:30
717,20:08:30
691,20:08:30
666,20:08:30
648,20:08:30
629,20:08:30
612,20:08:30
596,20:08:30
583,20:08:30
570,20:08:30
566,20:08:30
571,20:08:30
583,20:08:30
595,20:08:30
605,20:08:30
613,20:08:30
617,20:08:30
625,20:08:30
655,20:08:30
726,20:08:30
846,20:08:31
1007,20:08:31
1023,20:08:31
1023,20:08:31
1023,20:08:31
1023,20:08:31
1023,20:08:31
1023,20:08:31
1023,20:08:31
1023,20:08:31
1023,20:08:31
1023,20:08:31
1023,20:08:31
1000,20:08:31
843,20:08:31
728,20:08:31
640,20:08:31
583,20:08:31
562,20:08:31
595,20:08:31
642,20:08:31
698,20:08:31
747,20:08:31
783,20:08:31
804,20:08:31
807,20:08:31
798,20:08:31
782,20:08:31
748,20:08:31
706,20:08:31
660,20:08:31
615,20:08:31
580,20:08:31
554,20:08:31
561,20:08:31
574,20:08:31
586,20:08:31
601,20:08:31
634,20:08:31
695,20:08:31
794,20:08:31
946,20:08:31
1023,20:08:31
1023,20:08:31
1023,20:08:31
1023,20:08:31
1023,20:08:31
1023,20:08:31
1023,20:08:31
1023,20:08:31
1023,20:08:31
1023,20:08:31
1023,20:08:31
1004,20:08:31
850,20:08:31
724,20:08:31
624,20:08:31
560,20:08:31
562,20:08:32
598,20:08:32
642,20:08:32
691,20:08:32
728,20:08:32
748,20:08:32
744,20:08:32
719,20:08:32
684,20:08:32
649,20:08:32
617,20:08:32
597,20:08:32
583,20:08:32
571,20:08:32
557,20:08:32
552,20:08:32
560,20:08:32
564,20:08:32
567,20:08:32
569,20:08:32
572,20:08:32
587,20:08:32
610,20:08:32
646,20:08:32
718,20:08:32
830,20:08:32
980,20:08:32
1023,20:08:32
1023,20:08:32
1023,20:08:32
1023,20:08:32
1023,20:08:32
1023,20:08:32
1023,20:08:32
1023,20:08:32
1023,20:08:32
1023,20:08:32
1023,20:08:32
967,20:08:32
830,20:08:32
712,20:08:32
619,20:08:32
563,20:08:32
553,20:08:32
576,20:08:32
608,20:08:32
642,20:08:32
675,20:08:32
708,20:08:32
736,20:08:32
754,20:08:32
762,20:08:32
752,20:08:32
730,20:08:32
700,20:08:32
666,20:08:32
636,20:08:32
611,20:08:32
592,20:08:32
581,20:08:32
575,20:08:33
566,20:08:33
555,20:08:33
556,20:08:33
554,20:08:33
556,20:08:33
564,20:08:33
584,20:08:33
621,20:08:33
687,20:08:33
791,20:08:33
928,20:08:33
1023,20:08:33
1023,20:08:33
1023,20:08:33
1023,20:08:33
1023,20:08:33
1023,20:08:33
1023,20:08:33
1023,20:08:33
1023,20:08:33
1023,20:08:33
929,20:08:33
813,20:08:33
712,20:08:33
628,20:08:33
569,20:08:33
558,20:08:33
587,20:08:33
626,20:08:33
671,20:08:33
708,20:08:33
736,20:08:33
748,20:08:33
748,20:08:33
737,20:08:33
716,20:08:33
693,20:08:33
667,20:08:33
638,20:08:33
608,20:08:33
580,20:08:33
559,20:08:33
562,20:08:33
576,20:08:33
586,20:08:33
594,20:08:33
602,20:08:33
